Sr No,Date dd/mm/yyyy,Startup Name,Industry Vertical,SubVertical,City  Location,Investors Name,InvestmentnType,Amount in USD,Remarks,Monthly Revenue,Annual Burn Rate,Customer Acquisition Cost (CAC),Customer Lifetime Value (CLV),Active Users,Revenue Growth Rate (%),Funding Utilization (%),Profit Margin (%),Valuation at Funding,Operating Expenses
1494,30/08/2016,Paytm,eCommerce,Mobile Wallet & ECommerce platform,Bangalore,MediaTek Inc.,Private Equity,"6,00,00,000",,,12532370,143,661,426035,8.5%,68.8%,-9.8%,,1944257
1495,30/08/2016,CropIn,Technology,Agriculture Technology Solutions,Bangalore,Sophia Investment ApS,Private Equity,"20,00,000",,2168008,15562833,270,3616,1997824,28.1%,90.8%,-22.3,263578710,123807
1496,30/08/2016,Canvera,Consumer Internet,Photographer Discovery & Information platform,Bangalore,Info Edge (India) Ltd,Private Equity,"30,00,000",,2764768,,123,,1730875,5.5,33.4,16.5%,47644821,1076110
1497,30/08/2016,Prime Focus Technologies,Technology,Hybrid Cloud technology enabled Media ERP platform,Mumbai,Ambit Pragma,Private Equity,,,3907294,9195373,88,,353419,4.9,35.9,5.3,21598768,1127436
1498,31/08/2016,Flyrobe,eCommerce,Online fashion rental platform,Mumbai,"IDG Ventures, Sequoia Capital, GREE Ventures",Private Equity,"53,00,000",,2346805,9014154,70,1500,1569080,37.1,101.4,5.1%,493821177,936857
1499,31/08/2016,inclov,Consumer Internet,Matchmaking App for Disabled,Mumbai,"Sarbvir Singh, Raghav Bahl",Seed Funding,,,4209194,18803582,86,748,1056846,32.5,42.8%,-7.0,311872856,1762002
1500,01/07/2016,RazorPay,Consumer Internet,Online Payment Gateway,Bangalore,MasterCard,Private Equity,,,,4133796,293,3760,1539159,46.7%,102.8,-11.1,424301783,"240,610"
1501,01/07/2016,DarwinBox,Technology,HR Software Services Startup,Hyderabad,"3one4 Capital, Tracxn Labs, Aaruha Technology Fund, Endiya Partners",Seed Funding,,,1316535,6594784,406,675,751374,57.1,29.5%,10.0,159008024,313410
1502,01/07/2016,Venture Catalysts,Consumer Internet,Seed Investment & Innovation Platform,Mumbai,Zaffiro Ventures,Seed Funding,"5,00,000",,1160510,1000000000,245,2309,488874,13.2,103.7,37.7%,258705421,139376
1503,01/07/2016,PressPlay TV,Consumer Internet,Video Content Discovery Platform,New Delhi,"Sequoia Capital, SD Ventures, Vistaar Investment Advisors Pvt. Ltd.",Private Equity,,,1626002,3119843,,3676,436909,-11.1,93.3%,49.2,441130095,487293
1504,02/07/2016,Playment,Consumer Internet,Mobile Marketplace for Crowdsourced Work,Bangalore,SAIF Partners,Private Equity,"7,00,000",,2995370,19619971,217,2965,132113,1.6,34.8,49.3,218868783,79056
1505,04/07/2016,WealthTrust,Consumer Internet,Wealth Management App,Mumbai,India Quotient,Seed Funding,,,,16968855,374,2978,1750996,23.5%,,-1.7%,250697865,306505
1506,04/07/2016,Curefit,Consumer Internet,Online Preventive Healthcare Platform,Bangalore,"Accel Partners, IDG Ventures, Kalaari Capital",Private Equity,"1,50,00,000",,4572584,5257015,418,1753,625230,40.8%,,-19.6%,17498518,1235944
1507,04/07/2016,StitchWood,eCommerce,Custom Furniture Online,Mumbai,Deepak Gupta,Seed Funding,"2,00,000",,2409719,14071168,367,,1915545,-9.0%,33.4%,32.1,275707850,1249600
1508,04/07/2016,Grab.in,Logistics,hyperlocal logistics service,Mumbai,Aramex Ventures Llc,Private Equity,"20,00,000",,4319098,11902855,187,,"451,746",17.1,57.7,41.9%,319438875,"1,484,864"
1509,04/07/2016,Fulfil.IO,Consumer Internet,Cloud Based ERP Software,US,Rajan Anandan,Seed Funding,,,3422626,18140914,326,2407,"700,456",-3.9,87.8%,20.4,427923326,1527416
1510,04/07/2016,NeoGrowth,Finance,SME Lending platform,Mumbai,"IIFL Wealth Management Seed Venture Fund, Omidyar Network, Khosla Impact, Aspada",Private Equity,"1,60,00,000",,,6074982,38,3514,1758009,9.1,93.1,9.4,415634391,1532136
1511,05/07/2016,SeeDoc,Consumer Internet,Video Based Doctor Consulting platform App,Gurgaon,YourNest Angel Fund\\xc2\\xa0 & Others,Private Equity,"10,00,000",,1156699,19887575,207,4146,694646,8.8,40.3%,-5.7%,85869853,1683550
1512,05/07/2016,BookMyShow,Consumer Internet,Event & Movie Ticketing platform,Mumbai,"Stripes Group, Network 18, Accel Partners, SAIF Partners",Private Equity,"8,20,00,000",,3724841,7475370,270,1262,"1,516,932",19.6,92.2,25.1,22914972,1518675
1513,05/07/2016,Flyrobe,eCommerce,Online fashion rental platform,Mumbai,"Sequoia Capital, Rohit Bansal, Kunal Bahl, Sandeep Tandon, Kunal Shah, Zishaan Hayath,\\xc2\\xa0 Abhishek Jain",Seed Funding,"17,00,000",,1667063,14365482,19,652,183614,52.6,,24.4%,99170692,480950
1514,06/07/2016,HappilyUnmarried,eCommerce,Online Merchandize etailer,New Delhi,Info Edge (India) Ltd,Private Equity,"7,40,000",,1249401,8015455,12,2343,1908313,21.5,24.3,17.1,372579734,1984042
1515,06/07/2016,Don\\xe2\\x80\\x99t Scratch Your Head,Technology,Full Stack Offline & Online ERP Solution,Ahmedabad,"Gaurav Singhvi, Zaffiro Ventures",Seed Funding,"2,50,000",,4653315,13463513,401,1947,1235544,3.4,39.5,-17.7,114410538,1404240
1516,06/07/2016,Wedding Wishlist,Consumer Internet,"Wedding Wishlist, Gifts & Registry Creation platform",Chennai,"Kirthiga Reddy, Renuka Ramanath,Cherry Tin",Seed Funding,"2,97,000",,2423496,6767429,114,791,1500604,0.1,54.2%,,380873795,240086
1517,07/07/2016,AppDaily,Technology,Mobile Security App development & Distribution,Mumbai,"Kalaari Capital, Qualcomm Ventures, ru-Net, Zodius Technology Opportunities Fund,",Private Equity,"20,00,000",,261875,16881570,67,3812,53188,8.2,23.6%,7.7,468891118,906028
1518,07/07/2016,Adytude,Consumer Internet,Gamified Consumer Insights Portal,New Delhi,Indian Angel Network,Private Equity,"10,00,000",,,12784255,298,3138,1929189,-5.4,29.5,36.0,340457631,1820716
1519,07/07/2016,Quickli,Logistics,On-Demand Delivery Startup,Gurgaon,"AVG Group, 500 Startups",Private Equity,,,2314632,5846590,143,3306,992471,14.8%,55.6%,32.7%,61197310,1979088
1520,07/07/2016,SpectraVR,Technology,Virtual Reality Content Studio,Mumbai,Rothenberg Ventures,Seed Funding,,,4322563,19222631,489,3560,"423,705",,112.5%,0.0,245309386,1934632
1521,08/07/2016,Pitstop,Consumer Internet,Online Car Repair and Servicing Booking platform,Bangalore,"Alex Chua, Rahul Garg",Seed Funding,,,3563559,14212627,473,2203,305713,7.8,83.6,-35.7%,138023327,1408594
1522,08/07/2016,HolaChef,Consumer Internet,Online Food Ordering & Delivery Platform,Mumbai,"Kalaari Capital, India Quotient",Private Equity,"19,50,000",,972959,8629829,412,2575,174323,9.4,113.4%,43.4,323897120,1161177
1523,11/07/2016,Purplle,eCommerce,Beauty Products Marketplace,Mumbai,"JSW Ventures, Blume Ventures & IvyCap Ventures",Private Equity,"60,00,000",,769260,2804116,154,1160,1344669,-11.2%,23.7,41.0,219221568,214264
1524,11/07/2016,Trak N Tell,Technology,Car Tracking & Safety System,Gurgaon,Brian Acton,Private Equity,"35,00,000",,3025900,19469201,438,3670,425836,4.4,106.8,,245049371,1175231
1525,11/07/2016,Overcart.com,eCommerce,Unboxed & refurbished electronic products marketplace,Gurgaon,"JSW Ventures, Omidyar Network, Sattva Capital, Venture Works",Private Equity,"30,00,000",,255922,15124370,131,4734,1857827,34.4%,33.6,-0.7,303579112,615553
1526,12/07/2016,SirionLabs,Technology,SAAS based Service Agreement Management,Gurgaon,Sequoia Capital,Private Equity,"1,22,50,000",,1608699,13389165,123,4375,455501,35.8%,43.7,2.3%,188467156,550917
1527,12/07/2016,GyanDhan,Consumer Internet,Education Focused Financing Platform,New Delhi,"Stanford Angels & Entrepreneurs, Harvard Angels",Seed Funding,,,708262,16678929,486,2069,177656,1.3,30.0,33.3%,"470,813,220",1357896
1528,12/07/2016,MintM,Consumer Internet,Digital Marketing & AdTech Platform,Bangalore,"Mumbai Angels,\\xc2\\xa0 Times Internet",Private Equity,,,122398,12182010,338,297,1705472,22.5%,61.1,23.4,25324164,477821
1529,12/07/2016,HitGrit,Consumer Internet,Online Legal Consultation platform,Chandigarh,"Ashish Mahajan, Sarvesh Sharma",Seed Funding,,,4595739,4716902,47,4395,1555503,-18.0,40.2,-0.7,362943299,1399590
1530,12/07/2016,Find My Stay,Consumer Internet,Online Budget Hotel Aggregator & Booking Platform,New Delhi,"Rishi Parti, Yogesh Bansal",Seed Funding,,,467307,4818366,,2895,1037815,6.1,93.9%,65.0,248401999,870148
1531,13/07/2016,YAAP,Consumer Internet,"Online Content Discovery, Creation & Distribution Platform",New Delhi,Rainmaker Ventures,Private Equity,"50,00,000",,66113,1673593,84,"3,900",1661153,16.6%,95.5,-28.2%,346483330,790273
1532,13/07/2016,Utoo Cabs,Consumer Internet,Cab aggregation & Rental platform,Chennai,Ajay Piramal,Seed Funding,,,,1352122,342,1540,1451961,42.5%,49.0,-5.0,391615896,
1533,13/07/2016,Twigly,Consumer Internet,Online Food Ordering & Delivery Startup,Gurgaon,"Tracxn Labs, Hyderabad Angels, Kunal Shah, Gaurav Bhalotia",Seed Funding,"6,00,000",,957843,14600683,221,4314,352494,35.9,100.0,-4.5,432821906,602110
1534,13/07/2016,ShareChat,Consumer Internet,Vernacular Language Content Creation & Sharing App,Bangalore,"SAIF Partners, India Quotient",Private Equity,"13,50,000",,4086457,17053501,,4199,831636,16.2%,36.4,12.7%,25933378,1582784
1535,13/07/2016,Urban Tailor,Consumer Internet,E-Tailoring service provider,Bangalore,Unitus Seed Fund,Private Equity,,,175791,3362008,394,133,1845292,-6.2,24.0,38.3,184801717,518936
1536,13/07/2016,RentMojo,Consumer Internet,Online Furniture Renting Platform,Bangalore,"Accel Partners, IDG Ventures India",Private Equity,"50,00,000",,784709,11522223,344,2845,1356065,39.2%,36.5%,30.7,19103526,1289223
1537,13/07/2016,CityFurnish,Consumer Internet,Online Furniture Renting Platform,Gurgaon,Brand Capital,Seed Funding,,,570934,2565835,442,2413,1241873,5.2,44.6,13.2%,,653192
1538,13/07/2016,HEAL Institute,Healthcare,Sports Focused Healthcare Startup,Mumbai,"Jaspal Bindra, Parth Jindal",Seed Funding,,,3537188,8346835,307,3306,354606,21.0,25.0,-23.2,85086269,"1,368,352"
1539,14/07/2016,Augrav,eCommerce,Personalized precious Jewellery etailer,Coimbatore,Keiretsu Forum,Seed Funding,"4,50,000",,3108343,15835623,379,1334,1069920,9.5,31.0%,33.9,328222865,
1540,14/07/2016,ShoppinPal,Technology,M-Commerce Solutions for Retail Stores,Pune,"Plug and Play Tech Center, Steelhead Ventures & Others",Private Equity,"10,70,000",,2388000,16258149,453,534,331672,51.8,50.3%,-18.4,147932950,1842583
1541,14/07/2016,TransTutors / AskIITians,Consumer Internet,Online Education & Tutoring portals,New Delhi,500 Startups,Private Equity,,,1223361,18980179,488,1406,1342857,-0.2,105.2,-0.0,242702639,735571
1542,15/07/2016,WorkApps,Technology,Enterprise Work Management Software,Pune,SRI Capital,Seed Funding,"10,00,000",,462522,6280549,282,2650,444408,30.3,105.5%,8.1%,250264963,356005
1543,15/07/2016,BankerBay,Consumer Internet,Online Investment Banking platform,Bangalore,undisclosed investors,Private Equity,"20,00,000",,2854676,18979806,13,1385,576289,10.3,119.4,-10.2,39188883,334111
1544,15/07/2016,BaggOut,eCommerce,Women\\xe2\\x80\\x99s Fashion etailer,New Delhi,"Sumit Jain, Sumit Jain, Anurag Gupta, Varun Khanna, Faraz Khan",Seed Funding,,,1168957,15693983,176,2347,1147252,23.4,29.8,-10.7,233465761,1494887
1545,15/07/2016,TripShelf,eCommerce,Travel Package Marketplace,New Delhi,GEMS group,Seed Funding,"2,50,000",,2959173,6838641,311,1977,50919,44.4,20.2,32.2,15314968,448560
1546,15/07/2016,SatvaCart,eCommerce,Online Grocers,New Delhi,"Abhijit Avasthi, Karan Chellani, SP Vijay",Seed Funding,,,3443590,6626480,59,3485,1399108,-28.1%,76.6%,46.4,50592367,558759
1547,15/07/2016,Ridlr,Consumer Internet,Public Transport Mobile App,Mumbai,"Times Internet, Innoven Capital, Matrix Partners India, Qualcomm Ventures",Private Equity,"60,00,000",,4250187,2240495,62,2082,884158,10.7%,80.3,8.2%,391051892,469241
1548,18/07/2016,Yellowdig,Consumer Internet,Online Learning Platform,Pune,SRI Capital,Seed Funding,"6,50,000",,2480045,18425535,200,765,1024585,-5.9,43.6,-34.5,468408105,613271
1549,18/07/2016,Zuppler,Consumer Internet,Online Food Ordering platform,New Delhi,SRI Capital,Seed Funding,"6,50,000",,43612,4145770,455,3188,1486718,20.9,,17.0%,357354817,352775
1550,18/07/2016,BlueStone,eCommerce,Jewellery Etailer,Mumbai,"IIFL and Accel Partners, Kalaari Capital, IvyCap Ventures, RB Investments",Private Equity,"3,00,00,000",,1417720,5432540,164,1102,1540809,25.8,115.6,-7.4,147953873,1172071
1551,18/07/2016,underDOGS,Technology,Game Development Startup,Mumbai,Intelli Reboot Digital Pvt. Ltd,Private Equity,,,4269779,8317148,467,1536,1837308,2.6,53.2,19.0%,249867210,1010213
1552,18/07/2016,ImageProVision,Technology,Image Analysis Solutions,Pune,Satish Jamdar,Seed Funding,,,"2,675,589",2837326,402,3548,359735,1.6,114.6,17.4%,137754114,183881
1553,19/07/2016,Sagacito,Technology,Cloud-Based Enterprise Solutions,New Delhi,Star India Pvt. Ltd,Private Equity,"1,00,00,000",,,16138887,154,1400,860264,16.1%,30.4,-37.0,96581431,1329250
1554,19/07/2016,Deal4Loans / Wishfin,Consumer Internet,\\nLoans Comparison platform\\n\\n\\n\\n     (adsbygoogle = window.adsbygoogle || []).push({});\\n\\n,Noida,Franklin Templeton International Services Pvt. Ltd,Private Equity,"1,50,00,000",,2299960,13992124,119,356,190863,-13.5,67.6%,0.2,432581329,1841963
1555,19/07/2016,NiYO Solutions,Technology,Payroll & Benefits Software solutions,Bangalore,Prime Venture Partners,Private Equity,"10,00,000",,830462,3216864,414,"1,835",527369,18.7,39.7,25.4,42977145,1741378
1556,19/07/2016,AppLop,Consumer Internet,Mobile Apps SaaS Platform,Gurgaon,Green House Ventures Accelerator,Seed Funding,"2,50,000",,4485584,3340660,379,1970,,-4.4,78.4,7.7,215616465,672333
1557,20/07/2016,Tax2Win,Consumer Internet,Online Tax Filing Portal,Jaipur,Undisclosed Investors,Private Equity,"10,00,000",,3869228,537730,316,3448,262677,26.7,27.1%,-17.4%,79511803,1052164
1558,20/07/2016,Truckola,Logistics,Tech-focused cargo transport startup,Mumbai,"Abhishek Agarwal, Krishnakumar Nataraj, Sarath Sura, Shanti Mohan, Sarthak and Nihit Agarwal, Suramya Gupta",Seed Funding,"5,95,000",,4976013,18992324,489,3559,891356,-14.4,70.4,26.4,166752688,"887,404"
1559,20/07/2016,iServe Financial,Consumer Internet,Loan Comparison & Deals platform,Pune,Nilesh Shah,Seed Funding,,,,8772103,54,50,,0.7,37.3%,-31.6,195552596,114703
1560,21/07/2016,MyTaxiIndia,Consumer Internet,Online Car rental booking platform,New Delhi,Nihon Kotsu Co,Private Equity,"10,00,000",,1469843,13145546,195,3796,141917,-3.0,61.7,15.9,265652622,1111484
1561,21/07/2016,AbeRuk,eCommerce,Online Marketplace for books,Bangalore,Swastika Company Pvt Ltd,Seed Funding,,,1286232,,303,3747,461967,,,-3.5,160504501,664695
1562,21/07/2016,Wiwigo,Consumer Internet,Inter-City Taxi Booking platform,Bangalore,Indian Angel Network,Seed Funding,"5,95,000",,"1,257,402",4694127,40,908,"565,278",39.5,53.4,20.9,175032706,1725722
1563,21/07/2016,Drums Food,Food & Beverage,Yogurt and Ice Cream maker,Mumbai,"Verlinvest, DSG Consumer Partners",,,,4595592,10875650,488,1727,1822151,28.9,74.0,4.3,145461799,1065381
1564,01/06/2016,Chikoop,Consumer Internet,Free Ad based Voice Calling,Indore,Undisclosed Investors,Seed Funding,,,2793537,4255496,288,3845,1468888,2.4%,,22.2,279607549,733428
1565,01/06/2016,BRIDGEi2I,Technology,Data Analytics Platform,Bangalore,Edelweiss Private Equity,Private Equity,,,2283198,12297333,157,2902,367594,2.4,107.5%,44.0,334421070,1436445
1566,02/06/2016,Droom,eCommerce,Online marketplace for used automobiles,New Delhi,"Beenext, Digital Garage, Lightbox, Beenos",Private Equity,,,4841941,18485113,123,1730,1401600,29.7,119.7,27.4,440773445,367335
1567,02/06/2016,Visit,Consumer Internet,On-Demand Healthcare Service provider,New Delhi,MapmyIndia,Seed Funding,,,,6171481,5,3819,36363,-11.3,37.7,26.9,,462990
1568,02/06/2016,Atomberg,Technology,"smart, energy efficient home appliance manufacturer",Mumbai,Parampara Capital,Private Equity,"10,00,000",,4548971,12196372,298,"3,176",1596260,12.4,69.4,24.6%,348658263,1198416
1569,02/06/2016,Coutloot,eCommerce,Fashion Re-Commerce Platform,Mumbai,Venture Catalysts,Seed Funding,,,4923554,18321789,488,2578,448518,-0.1,98.4,-32.9%,447262761,1514151
1570,02/06/2016,Limo,Consumer Internet,Bus Aggregator Mobile app,Mumbai,Rainmaker Ventures,Private Equity,"10,00,000",,415639,17885346,22,80,1423763,8.6,112.9,12.0%,61407439,1619171
1571,03/06/2016,iCliniq,Consumer Internet,Doctor Consultation platform,Bangalore,MadhanKumar Madathupalayam,Seed Funding,,,1820449,253635,209,3253,985629,28.2,44.1,16.7,97561576,1472487
1572,03/06/2016,GoGo Truck,Consumer Internet,Truck Aggregator & Booking platform,Chennai,Undisclosed Investor,Seed Funding,"75,000",,3676013,2293481,332,940,1467032,-1.4%,118.8,23.8,74228126,1379757
1573,03/06/2016,Vyome Biosciences,Healthcare,Treatment Development for Antibiotic-resistant diseases,New Delhi,Romulus Capital,Private Equity,"20,00,000",,4069533,19725335,218,4603,697475,31.5%,64.1,7.9%,246510600,1499898
1574,06/06/2016,SillyMonks,Consumer Internet,Digital Media and Entertainment Startup,Hyderabad,Sreenivasa Reddy Musani,Seed Funding,"4,48,000",,759455,18515304,327,985,1061857,56.0%,97.2,27.9,399531620,1598123
1575,07/06/2016,CueMath,Education,K-12 Maths Learning Courses,Bangalore,"Sequoia Capital, Unitus Seed Fund",Private Equity,"40,00,000",,1605627,6506011,357,197,1815450,24.1,71.8%,-14.0,366954827,"1,333,962"
1576,07/06/2016,KrazyBee,Consumer Internet,Student Micro-Loan platform,Bangalore,"Yeahmobi, Fenqile",Private Equity,"20,00,000",,2749900,10448981,482,,1605549,10.3,49.8,59.8%,349895587,
1577,07/06/2016,Intgrea,Technology,Post merger Integration Partners,Bangalore,Undisclosed Investor,Seed Funding,"1,00,000",,4000083,11498698,304,1780,1090214,35.1,30.9,24.0,348578981,472293
1578,07/06/2016,HelpShift,Technology,Mobile CRM Platform,Pune,"Microsoft Ventures, Salesforce Ventures",Private Equity,"2,30,00,000",,582576,13401596,356,1793,1845269,-10.2,36.2,,416049920,1507411
1579,07/06/2016,CreditVidya,Technology,Credit Scoring Platform,Mumbai,Kalaari Capital,Private Equity,"10,00,000",,3011654,15032550,154,4637,235627,42.4,,43.9,379198639,1176770
1580,08/06/2016,Grey Campus,Consumer Internet,Online Learning Platform,Hyderabad,Sarath Sura,Seed Funding,"10,00,000",,1496285,7520221,79,1408,1400538,-3.1%,75.4,-17.9,240431304,390671
1581,08/06/2016,ListUp,eCommerce,Location based Classified Mobile app,Mumbai,"Kae Capital, Kunal Shah, Sandeep Tandon",Seed Funding,"5,00,000",,1097451,17809667,54,4195,1250701,55.4,63.3,10.2%,356963302,559790
1582,08/06/2016,6Degree,Technology,Tech-enabled Fashion Talent platform,Mumbai,Indian Angel Network,Seed Funding,"2,00,000",,2586687,1276892,59,855,513358,-2.3,82.6,12.9%,20771706,1958264
1583,08/06/2016,Shopwati,Consumer Internet,Online Fashion Discussion Community,Gurgaon,Sanjiv Rai,Seed Funding,,,2081849,745448,414,3103,777954,25.2%,70.7%,-0.2,8494576,1833290
1584,08/06/2016,Cookifi,Consumer Internet,Online Chef Discovery & Booking Service,Bangalore,"Kunal Shah, Aneesh Reddy, Tracxn Labs, Venkat Tadanki, Krishna Mehra, Amit Rathore",Seed Funding,,,3185842,19163651,25,697,811585,-19.2,34.1%,6.9,227785504,155619
1585,08/06/2016,StoreKing,eCommerce,Connecting Small Town Consumers to E-Commerce,Bangalore,Axiata Digital,Private Equity,"1,60,00,000",,1601825,3625788,244,1185,1357914,7.7%,46.2,11.6,248239124,113694
1586,08/06/2016,Wired Hub,Real Estate,Co-Working Spaces,Jaipur,"Ankit Maheshwari, Anand Singh",Seed Funding,,,4119914,"19,892,506",308,782,1249395,-9.6,63.2,-16.8,406199490,1728109
1587,08/06/2016,MySeniorDoctor,Consumer Internet,Online medical support platform,Gurgaon,BlackJag Partners,Seed Funding,"2,00,000",,408979,5790621,337,1686,1572374,-16.8,59.8,16.8%,189882942,1357139
1588,09/06/2016,Teabox,eCommerce,Online Tea Store,Siliguri,Cameron Jones,Seed Funding,,,4312159,7354482,37,2326,1314449,36.1,110.3%,10.1%,128942566,1030739
1589,09/06/2016,ExtraaEdge,Consumer Internet,Student Acquisition Platform,Pune,"Ritesh Dwivedy, Priti Padhy",Seed Funding,,,168577,656764,430,4296,1971104,-12.6%,114.2,58.6%,464008107,1743362
1590,09/06/2016,EPayLater,Technology,Fin-Tech Platform,Mumbai,3 undisclosed HNIs,Seed Funding,"20,00,000",,3684760,18882971,221,3793,,-2.7,73.4,47.1,347735763,
1591,10/06/2016,Kyazoonga,eCommerce,Online event ticketing Platform,Mumbai,Ratan Tata,Seed Funding,,,1745463,7250045,13,3506,1153334,-5.0,46.6%,-8.3,477374127,
1592,10/06/2016,Paytunes,Consumer Internet,Mobile based rewards platform,New Delhi,"CIO Angel Network, Indian Angel Network",Private Equity,"5,00,000",,1929007,3437753,70,2470,37178,34.8,99.9,6.5,315262974,368920
1593,10/06/2016,Kickstart Jobs,Technology,Entry level hiring platform,Gurgaon,"Vivek Joshi, Mohit Satyanand, Amit Banati, Arun Khanna",Seed Funding,,,114790,9718478,430,1463,733564,32.3,38.2,-7.3,128505892,514506
1594,10/06/2016,Freshee,FMCG,Household packaging & Storage product manufacturer,Mumbai,Edelweiss Private Equity,Private Equity,,,3516458,3178220,,1518,255449,37.4%,69.2,3.6,150950340,577282
1595,10/06/2016,MadRat Games,Technology,Wearable Gaming Platform,Bangalore,"Ratan Tata, Bhavish Aggarwal, Ankit Bhati, Binny Bansal, Girish Mathrubootham",Seed Funding,,,844129,15816539,377,,867257,-3.7%,119.4,31.5,356166008,
1596,11/06/2016,Jazzmyride,eCommerce,Auto Parts & Accessories eTailer,New Delhi,TVS Automobile Solutions Ltd,Private Equity,,,3302600,1554925,,3340,1986493,39.0,107.5,7.4%,79175909,853280
1597,11/06/2016,AutoSense,Technology,Data Analytics based Customer Management Services,New Delhi,TVS Automobile Solutions Ltd,Private Equity,,,3631412,10034516,473,3914,805303,-3.9,113.0,-2.5,118946123,1041202
1598,11/06/2016,Redsun Telematics,Consumer Internet,Internet of Things Platform,Chennai,TVS Automobile Solutions Ltd,Private Equity,,,4229288,7886261,141,2761,1634726,-3.1,29.8,25.1,381142531,1457273
1599,13/06/2016,KhanaGadi,Consumer Internet,Online Food Delivery for Train Travelers,Jaipur,50K Ventures,Seed Funding,,,3546294,839860,120,2902,901129,-2.0%,66.2%,-38.4,374416716,385816
1600,13/06/2016,Bombay Shirt Company,eCommerce,Online custom Shirt retailer,Mumbai,undisclosed investor,Private Equity,"10,00,000",,1521471,1140814,383,1893,,-1.2,96.9,0.3,328697054,1981331
1601,13/06/2016,Matrubharti,Consumer Internet,e-Book Publisher,,Viridian Capital,Seed Funding,"30,000",,3698130,10421387,164,4819,60214,10.2,,44.2,,1182310
1602,14/06/2016,EdTechReview,Consumer Internet,Education based online portal,New Delhi,EVC Ventures,Seed Funding,,,4133232,7953678,262,4443,1375248,-4.8,96.9,45.4,129308366,389251
1603,14/06/2016,Bonhomia,Food & Beverage,Premium Tea & Coffee Capsules maker,New Delhi,Valpro Capital and existing investors,Private Equity,,,1599422,2681954,332,2062,494731,16.6%,54.2,42.6,14042307,1149162
1604,14/06/2016,Gobolt,Logistics,B2B Logistics provider,New Delhi,MCube8,Seed Funding,,,"638,400","2,853,969",87,3787,920058,-40.2,108.7%,-20.8,283121973,1012446
1605,14/06/2016,Jivox,Technology,Data Driven Advertising platform,Bangalore,"You & Mr Jones, Fortisure Ventures, Diaz Nesamoney",Private Equity,"60,00,000",,"4,452,296",16116032,463,1777,1975522,16.6%,61.8,-21.0,351518508,268040
1606,14/06/2016,Sminq,Consumer Internet,Queue management Mobile app,Pune,"Saama Capital, Blume Ventures & Vaibhav Domkundwar",Seed Funding,"10,00,000",,756740,14637503,87,662,446847,-9.8%,45.0,-2.3,,1023954
1607,14/06/2016,CureJoy,Consumer Internet,Online Alternative health community platform,Bangalore,Accel Partners India,Private Equity,"44,00,000",,2977276,12194993,496,1489,1856036,-1.4,111.7%,10.3%,210669805,1386588
1608,15/06/2016,Oneway.cab,Consumer Internet,Taxi Rental Platform,Vadodara,Indian Angel Network,Seed Funding,"4,50,000",,1196676,16683916,142,4180,1657863,-0.9,91.3%,-8.3,1000000000,70730
1609,15/06/2016,GrabOnRent,eCommerce,On-demand product rental marketplace,Bangalore,IvyCap Ventures and Unicorn India Ventures,Private Equity,,,647611,1479202,211,2435,96673,30.9,66.3,-32.0%,369434643,1835531
1610,16/06/2016,Diro Labs,Consumer Internet,Contact Management Mobile App,New Delhi,Info Edge (India) Ltd,Private Equity,"4,50,000",,3886547,13787527,130,4333,738614,22.1,116.1%,33.2,46246354,1907845
1611,16/06/2016,Unnati Helpers,Consumer Internet,Help Hiring Platform,Gurgaon,Info Edge (India) Ltd,Private Equity,"6,00,000",,735718,15075314,271,1647,1959163,8.7%,80.2,29.0,92106235,1862862
1612,16/06/2016,Athletto,Consumer Internet,Sports Venue discovery and booking platform,Bangalore,Atul Ingle,Seed Funding,,,3357724,4089833,5,2326,908062,-2.3,78.7,-4.8,434076250,1939410
1613,16/06/2016,Saavn,Consumer Internet,Web/Mobile Music Streaming service,USA,Guy Oseary,Private Equity,,,3471615,10773744,89,412,"1,583,929",27.7%,56.1,27.8%,"170,130,951",306439
1614,16/06/2016,Voonik,eCommerce,Online Women\\xe2\\x80\\x99s Fashion Marketplace,Bangalore,Sequoia Capital,Private Equity,"2,00,00,000",,319935,15360279,262,3915,1837630,47.9,103.5,33.6%,332892299,368008
1615,16/06/2016,ThinkPhi,Technology,Sustainable Green Tech Solution developer,Mumbai,Nimmagadda Prasad,Seed Funding,,,881260,12109102,348,1595,5593,11.4,78.5,-49.5,16868321,"1,648,185"
1616,17/06/2016,Cleartax,Consumer Internet,Online Tax Filing Platform,New Delhi,"Ravi Adusumalli, SAIF Partners",Private Equity,"1,20,00,000",,3975930,5065053,481,500,1462796,-20.0%,82.2,26.1,"185,738,443",240983
1617,17/06/2016,Silvan Innovation Labs,Technology,Home Automation Solutions,Bangalore,Infuse Ventures,Private Equity,"9,00,000",,2546317,13328530,419,1133,1826935,-2.1%,,8.5,295810071,1497902
1618,17/06/2016,GreytHR,Technology,Payroll & HR Software Developer,Bangalore,"New Enterprise Associates (NEA), Blume Ventures",Private Equity,"52,00,000",,624332,15213823,461,3344,1155265,23.2%,47.0%,-52.8%,171100436,
1619,17/06/2016,Duffl,eCommerce,Fashion Rental Marketplace,Bangalore,BetOnIndia Technology Pvt Ltd,Seed Funding,,,4959036,293225,400,4086,1920742,3.1,99.1,35.5,137048664,1923049
